TicketID,Fecha,Ruta,Fecha-Ruta,Producto,Cantidad,PrecioUnit,Pasajeros,ObjetivoVentas,DiaSemana
2193,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Café,2,4.39,159,1773,Saturday
2193,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Cerveza,3,7.7,159,1156,Saturday
2194,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Snack,3,5.72,159,1205,Saturday
2195,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Refresco,2,3.49,159,1181,Saturday
2196,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Bocadillo,3,9.96,159,660,Saturday
2196,2024-02-24,MAD-AGP,2024-02-24_MAD-AGP,Refresco,2,3.27,159,1896,Saturday
2197,2024-02-24,AGP-MAD,2024-02-24_AGP-MAD,Agua,3,2.91,166,1391,Saturday
2198,2024-02-24,AGP-MAD,2024-02-24_AGP-MAD,Refresco,3,3.18,166,1807,Saturday
2198,2024-02-24,AGP-MAD,2024-02-24_AGP-MAD,Snack,3,5.59,166,802,Saturday
2199,2024-02-24,AGP-MAD,2024-02-24_AGP-MAD,Agua,1,2.32,166,1883,Saturday
2199,2024-02-24,AGP-MAD,2024-02-24_AGP-MAD,Café,1,3.87,166,1291,Saturday
2200,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Snack,1,5.65,223,2000,Saturday
2200,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Cerveza,1,7.72,223,1841,Saturday
2200,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Bocadillo,2,10.19,223,1258,Saturday
2201,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Agua,2,2.1,223,1923,Saturday
2201,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Bocadillo,3,9.62,223,1999,Saturday
2201,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Refresco,3,3.67,223,1612,Saturday
2202,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Agua,2,2.4,223,1382,Saturday
2203,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Café,2,3.72,223,1251,Saturday
2203,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Refresco,3,3.96,223,831,Saturday
2204,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Bocadillo,1,9.9,223,1028,Saturday
2204,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Snack,3,6.43,223,777,Saturday
2205,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Refresco,1,3.58,223,1134,Saturday
2205,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Café,1,4.06,223,706,Saturday
2205,2024-02-24,BCN-PMI,2024-02-24_BCN-PMI,Bocadillo,1,9.65,223,1821,Saturday
2206,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Agua,1,2.57,232,1209,Saturday
2206,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Refresco,1,3.96,232,892,Saturday
2207,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Cerveza,3,8.24,232,1609,Saturday
2208,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Refresco,3,3.41,232,1035,Saturday
2208,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Snack,3,6.09,232,617,Saturday
2209,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Agua,2,2.57,232,1759,Saturday
2209,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Snack,3,6.16,232,699,Saturday
2209,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Café,2,3.96,232,1356,Saturday
2210,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Café,1,3.87,232,919,Saturday
2210,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Bocadillo,2,9.65,232,810,Saturday
2211,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Refresco,2,3.56,232,1451,Saturday
2212,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Snack,2,6.46,232,1229,Saturday
2212,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Bocadillo,3,10.39,232,1124,Saturday
2213,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Café,2,3.75,232,1664,Saturday
2213,2024-02-24,PMI-BCN,2024-02-24_PMI-BCN,Cerveza,2,7.93,232,1261,Saturday
2214,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Agua,1,2.73,234,1302,Sunday
2214,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Cerveza,2,8.02,234,909,Sunday
2215,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Refresco,3,3.74,234,1577,Sunday
2216,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Cerveza,1,7.76,234,1454,Sunday
2217,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Bocadillo,2,10.46,234,1943,Sunday
2217,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Refresco,2,3.61,234,1679,Sunday
2217,2024-02-25,MAD-BCN,2024-02-25_MAD-BCN,Cerveza,3,7.62,234,1866,Sunday
2218,2024-02-25,BCN-MAD,2024-02-25_BCN-MAD,Refresco,1,3.16,97,1746,Sunday
2219,2024-02-25,BCN-MAD,2024-02-25_BCN-MAD,Agua,3,2.36,97,1090,Sunday
2219,2024-02-25,BCN-MAD,2024-02-25_BCN-MAD,Snack,3,5.97,97,683,Sunday
2219,2024-02-25,BCN-MAD,2024-02-25_BCN-MAD,Refresco,1,3.89,97,1790,Sunday
2220,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Bocadillo,3,10.34,145,1179,Sunday
2220,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Refresco,2,3.79,145,1669,Sunday
2220,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Café,2,4.27,145,1147,Sunday
2221,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Agua,2,2.37,145,1408,Sunday
2222,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Refresco,3,3.53,145,1725,Sunday
2222,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Cerveza,2,8.02,145,961,Sunday
2222,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Snack,1,6.1,145,1877,Sunday
2223,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Agua,1,2.76,145,792,Sunday
2223,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Snack,1,6.06,145,1400,Sunday
2224,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Snack,1,6.12,145,923,Sunday
2224,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Café,2,3.75,145,1067,Sunday
2225,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Bocadillo,1,9.75,145,1490,Sunday
2226,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Agua,2,2.39,145,1212,Sunday
2226,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Café,1,3.59,145,1928,Sunday
2227,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Refresco,1,3.27,145,1084,Sunday
2227,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Agua,3,2.57,145,690,Sunday
2227,2024-02-25,MAD-PMI,2024-02-25_MAD-PMI,Bocadillo,1,10.28,145,1354,Sunday
2228,2024-02-25,PMI-MAD,2024-02-25_PMI-MAD,Café,3,3.71,161,672,Sunday
2229,2024-02-25,PMI-MAD,2024-02-25_PMI-MAD,Snack,2,5.73,161,1541,Sunday
2230,2024-02-25,PMI-MAD,2024-02-25_PMI-MAD,Cerveza,2,7.83,161,1158,Sunday
2230,2024-02-25,PMI-MAD,2024-02-25_PMI-MAD,Agua,3,2.5,161,1793,Sunday
2231,2024-02-25,MAD-AGP,2024-02-25_MAD-AGP,Refresco,2,3.59,52,1564,Sunday
2232,2024-02-25,MAD-AGP,2024-02-25_MAD-AGP,Bocadillo,1,9.66,52,1795,Sunday
2232,2024-02-25,MAD-AGP,2024-02-25_MAD-AGP,Café,1,4.18,52,1422,Sunday
2232,2024-02-25,MAD-AGP,2024-02-25_MAD-AGP,Snack,1,6.13,52,1497,Sunday
2233,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Bocadillo,1,9.83,180,610,Sunday
2234,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Bocadillo,2,9.93,180,1555,Sunday
2234,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Café,3,3.57,180,1632,Sunday
2235,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Refresco,1,3.22,180,955,Sunday
2235,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Bocadillo,2,9.53,180,890,Sunday
2235,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Snack,1,6.37,180,1336,Sunday
2236,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Bocadillo,3,10.22,180,1489,Sunday
2236,2024-02-25,AGP-MAD,2024-02-25_AGP-MAD,Refresco,1,3.95,180,964,Sunday
2237,2024-02-25,BCN-PMI,2024-02-25_BCN-PMI,Bocadillo,1,10.42,244,1301,Sunday
2237,2024-02-25,BCN-PMI,2024-02-25_BCN-PMI,Café,1,4.39,244,902,Sunday
2238,2024-02-25,BCN-PMI,2024-02-25_BCN-PMI,Cerveza,2,7.71,244,1298,Sunday
2238,2024-02-25,BCN-PMI,2024-02-25_BCN-PMI,Snack,1,5.56,244,1495,Sunday
2238,2024-02-25,BCN-PMI,2024-02-25_BCN-PMI,Café,1,3.77,244,1879,Sunday
2239,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Refresco,3,3.74,78,1559,Sunday
2240,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Snack,3,6.06,78,1191,Sunday
2240,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Agua,2,2.44,78,1814,Sunday
2241,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Agua,2,2.96,78,1181,Sunday
2242,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Agua,3,2.82,78,1569,Sunday
2242,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Bocadillo,3,10.43,78,1021,Sunday
2243,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Cerveza,3,7.62,78,1349,Sunday
2243,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Refresco,1,3.46,78,1629,Sunday
2243,2024-02-25,PMI-BCN,2024-02-25_PMI-BCN,Café,2,3.82,78,1251,Sunday
2244,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Cerveza,1,8.27,126,1585,Monday
2244,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Agua,2,2.39,126,978,Monday
2245,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Refresco,3,3.9,126,1079,Monday
2245,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Bocadillo,1,10.29,126,1751,Monday
2246,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Bocadillo,3,9.52,126,1665,Monday
2246,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Café,3,3.96,126,1690,Monday
2247,2024-02-26,MAD-BCN,2024-02-26_MAD-BCN,Cerveza,3,8.26,126,1432,Monday
2248,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Café,2,3.66,153,1516,Monday
2249,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Cerveza,3,7.87,153,669,Monday
2249,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Agua,2,2.89,153,1638,Monday
2249,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Café,1,4.08,153,1035,Monday
2250,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Agua,1,2.53,153,1047,Monday
2251,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Agua,1,2.1,153,969,Monday
2251,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Cerveza,1,8.09,153,1469,Monday
2251,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Café,2,4.11,153,1056,Monday
2252,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Snack,3,6.31,153,1234,Monday
2252,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Refresco,1,3.81,153,1096,Monday
2253,2024-02-26,BCN-MAD,2024-02-26_BCN-MAD,Agua,1,2.16,153,1780,Monday
2254,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Agua,1,2.55,247,1721,Monday
2254,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Refresco,2,3.45,247,1173,Monday
2254,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Snack,2,6.29,247,1281,Monday
2255,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Café,3,3.86,247,1358,Monday
2256,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Cerveza,3,7.67,247,1348,Monday
2256,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Café,1,4.06,247,1005,Monday
2256,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Agua,3,2.62,247,763,Monday
2257,2024-02-26,MAD-PMI,2024-02-26_MAD-PMI,Agua,3,2.21,247,1997,Monday
2258,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Snack,1,5.86,207,885,Monday
2259,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Refresco,1,3.53,207,1321,Monday
2260,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Agua,3,2.31,207,1267,Monday
2260,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Snack,1,5.88,207,649,Monday
2260,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Refresco,1,3.96,207,1426,Monday
2261,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Agua,3,2.06,207,994,Monday
2261,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Refresco,3,3.46,207,869,Monday
2261,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Cerveza,3,7.62,207,1799,Monday
2262,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Cerveza,3,7.85,207,1058,Monday
2263,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Bocadillo,3,9.52,207,1150,Monday
2264,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Snack,2,5.59,207,799,Monday
2264,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Cerveza,1,7.78,207,1880,Monday
2264,2024-02-26,PMI-MAD,2024-02-26_PMI-MAD,Café,1,3.67,207,935,Monday
2265,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Refresco,2,3.2,160,1201,Monday
2266,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Refresco,3,3.76,160,1881,Monday
2267,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Cerveza,3,7.77,160,667,Monday
2267,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Snack,3,6.24,160,1557,Monday
2268,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Agua,1,2.29,160,1021,Monday
2269,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Bocadillo,1,9.91,160,1051,Monday
2270,2024-02-26,MAD-AGP,2024-02-26_MAD-AGP,Bocadillo,2,10.42,160,957,Monday
2271,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Snack,1,6.16,93,1344,Monday
2272,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Café,1,4.48,93,1004,Monday
2272,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Agua,2,2.26,93,1172,Monday
2272,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Snack,1,5.6,93,961,Monday
2273,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Cerveza,3,8.42,93,677,Monday
2274,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Café,2,3.7,93,645,Monday
2274,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Bocadillo,1,9.61,93,1045,Monday
2274,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Agua,3,2.22,93,1256,Monday
2275,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Agua,1,2.08,93,681,Monday
2275,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Snack,2,6.36,93,776,Monday
2275,2024-02-26,AGP-MAD,2024-02-26_AGP-MAD,Refresco,3,3.36,93,1035,Monday
2276,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Bocadillo,1,9.65,228,1853,Monday
2276,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,2,3.94,228,1001,Monday
2276,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Cerveza,3,8.37,228,1428,Monday
2277,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Agua,3,2.3,228,1511,Monday
2277,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,2,3.95,228,1632,Monday
2277,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Café,2,4.18,228,685,Monday
2278,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Bocadillo,3,9.63,228,971,Monday
2278,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,1,3.32,228,1715,Monday
2279,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Bocadillo,3,10.24,228,1334,Monday
2279,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Cerveza,2,7.69,228,1429,Monday
2279,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Café,2,3.72,228,1587,Monday
2280,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,3,3.33,228,701,Monday
2281,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,2,3.59,228,703,Monday
2282,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Café,1,3.57,228,1751,Monday
2282,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Bocadillo,1,10.23,228,694,Monday
2283,2024-02-26,BCN-PMI,2024-02-26_BCN-PMI,Refresco,1,3.02,228,1908,Monday
2284,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Refresco,3,3.94,250,1256,Monday
2285,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Bocadillo,3,10.07,250,1844,Monday
2285,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Café,2,4.34,250,788,Monday
2286,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Cerveza,3,8.13,250,678,Monday
2286,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Snack,1,5.56,250,1055,Monday
2287,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Snack,1,5.51,250,1264,Monday
2287,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Bocadillo,3,9.52,250,1189,Monday
2288,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Refresco,1,3.92,250,1616,Monday
2288,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Agua,2,2.87,250,1748,Monday
2288,2024-02-26,PMI-BCN,2024-02-26_PMI-BCN,Bocadillo,3,10.2,250,1876,Monday
2289,2024-02-27,MAD-BCN,2024-02-27_MAD-BCN,Café,2,4.24,126,1433,Tuesday
2290,2024-02-27,MAD-BCN,2024-02-27_MAD-BCN,Cerveza,3,7.64,126,1223,Tuesday
2290,2024-02-27,MAD-BCN,2024-02-27_MAD-BCN,Bocadillo,1,10.37,126,1919,Tuesday
2290,2024-02-27,MAD-BCN,2024-02-27_MAD-BCN,Snack,2,6.15,126,975,Tuesday
2291,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Agua,3,2.63,70,947,Tuesday
2291,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Bocadillo,2,10.18,70,1769,Tuesday
2291,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Cerveza,1,7.71,70,1177,Tuesday
2292,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Refresco,3,3.1,70,1259,Tuesday
2292,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Agua,1,2.25,70,1462,Tuesday
2293,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Snack,3,5.69,70,1428,Tuesday
2293,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Café,2,4.47,70,1368,Tuesday
2294,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Refresco,1,3.94,70,868,Tuesday
2294,2024-02-27,BCN-MAD,2024-02-27_BCN-MAD,Agua,1,2.13,70,717,Tuesday
2295,2024-02-27,MAD-PMI,2024-02-27_MAD-PMI,Agua,3,2.13,63,825,Tuesday
2295,2024-02-27,MAD-PMI,2024-02-27_MAD-PMI,Café,3,3.77,63,910,Tuesday
2296,2024-02-27,MAD-PMI,2024-02-27_MAD-PMI,Snack,3,6.24,63,1740,Tuesday
2296,2024-02-27,MAD-PMI,2024-02-27_MAD-PMI,Agua,3,2.99,63,1620,Tuesday
2297,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Café,2,3.62,149,809,Tuesday
2298,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Bocadillo,2,9.9,149,683,Tuesday
2299,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Café,1,3.99,149,629,Tuesday
2299,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Refresco,1,3.49,149,1948,Tuesday
2300,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Cerveza,3,7.87,149,1097,Tuesday
2300,2024-02-27,PMI-MAD,2024-02-27_PMI-MAD,Bocadillo,3,9.84,149,1571,Tuesday
2301,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Snack,3,5.85,248,664,Tuesday
2302,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Café,1,4.23,248,1115,Tuesday
2302,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Snack,1,5.76,248,751,Tuesday
2303,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Agua,2,2.31,248,1100,Tuesday
2303,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Cerveza,1,7.74,248,928,Tuesday
2304,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Café,2,3.71,248,1582,Tuesday
2304,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Agua,2,2.97,248,1901,Tuesday
2304,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Cerveza,3,8.33,248,871,Tuesday
2305,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Agua,2,2.54,248,840,Tuesday
2306,2024-02-27,MAD-AGP,2024-02-27_MAD-AGP,Agua,2,2.17,248,964,Tuesday
2307,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Agua,1,2.09,85,1155,Tuesday
2307,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Cerveza,3,7.88,85,725,Tuesday
2307,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Snack,3,5.55,85,1257,Tuesday
2308,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Snack,2,5.55,85,807,Tuesday
2308,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Cerveza,2,8.3,85,1194,Tuesday
2309,2024-02-27,AGP-MAD,2024-02-27_AGP-MAD,Café,2,4.2,85,1095,Tuesday
2310,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Snack,3,5.64,202,1378,Tuesday
2310,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Refresco,1,3.65,202,988,Tuesday
2310,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Bocadillo,1,9.65,202,1522,Tuesday
2311,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Cerveza,1,7.74,202,1341,Tuesday
2311,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Café,3,4.04,202,804,Tuesday
2311,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Refresco,2,3.95,202,1195,Tuesday
2312,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Café,1,4.38,202,1391,Tuesday
2312,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Refresco,3,3.78,202,988,Tuesday
2313,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Snack,3,5.78,202,697,Tuesday
2313,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Refresco,2,3.1,202,906,Tuesday
2313,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Café,3,3.7,202,1013,Tuesday
2314,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Cerveza,2,8.4,202,1708,Tuesday
2314,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Bocadillo,1,9.88,202,1049,Tuesday
2315,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Cerveza,2,8.47,202,1720,Tuesday
2315,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Refresco,3,3.79,202,1509,Tuesday
2316,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Cerveza,2,8.36,202,874,Tuesday
2317,2024-02-27,BCN-PMI,2024-02-27_BCN-PMI,Café,3,3.59,202,1739,Tuesday
2318,2024-02-27,PMI-BCN,2024-02-27_PMI-BCN,Cerveza,3,8.4,194,1456,Tuesday
2319,2024-02-27,PMI-BCN,2024-02-27_PMI-BCN,Agua,3,2.42,194,1679,Tuesday
2320,2024-02-27,PMI-BCN,2024-02-27_PMI-BCN,Agua,3,2.16,194,1434,Tuesday
2320,2024-02-27,PMI-BCN,2024-02-27_PMI-BCN,Cerveza,3,8.34,194,1782,Tuesday
2321,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Cerveza,3,8.07,56,1701,Wednesday
2322,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Café,2,3.89,56,1838,Wednesday
2322,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Bocadillo,2,10.45,56,1014,Wednesday
2322,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Agua,1,2.13,56,1234,Wednesday
2323,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Refresco,1,3.59,56,658,Wednesday
2323,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Agua,2,2.55,56,1347,Wednesday
2324,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Cerveza,3,8.22,56,738,Wednesday
2324,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Snack,1,5.68,56,1562,Wednesday
2324,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Refresco,2,3.72,56,981,Wednesday
2325,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Bocadillo,2,10.02,56,1405,Wednesday
2325,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Snack,1,5.98,56,1321,Wednesday
2326,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Bocadillo,1,10.44,56,1368,Wednesday
2326,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Agua,2,2.92,56,814,Wednesday
2327,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Agua,1,2.76,56,1984,Wednesday
2327,2024-02-28,MAD-BCN,2024-02-28_MAD-BCN,Snack,2,5.9,56,1708,Wednesday
2328,2024-02-28,BCN-MAD,2024-02-28_BCN-MAD,Cerveza,2,8.07,81,1593,Wednesday
2328,2024-02-28,BCN-MAD,2024-02-28_BCN-MAD,Agua,2,2.37,81,639,Wednesday
2329,2024-02-28,BCN-MAD,2024-02-28_BCN-MAD,Bocadillo,2,10.4,81,633,Wednesday
2329,2024-02-28,BCN-MAD,2024-02-28_BCN-MAD,Agua,2,2.98,81,1036,Wednesday
